date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:51:45	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	C:/My%20Web%20Sites/abc2/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:45	26053/26053	---MCZ	200	added ('OK')	text/css	date:Wed,%2008%20Oct%202025%2019:03:06%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.css	C:/My%20Web%20Sites/abc2/unpkg.com/aos@2.3.1/dist/aos.css	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:45	120855/120855	---M--	200	added ('OK')	image/jpeg	etag:%2268d8e8f9-1d817%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/images/banner.jpg	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/images/banner.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:46	12089/12089	---M-Z	200	added ('OK')	text/html	etag:W/%2268d8e8f9-2f39%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/about.html	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/about.html	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:46	8668/8668	---M-Z	200	added ('OK')	text/html	etag:W/%2268d8e8f9-21dc%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:46	137798/137798	---M--	200	added ('OK')	image/jpeg	etag:%2222006dc-21a46-6004fa2677c03%22	https://kuwaitintl.com/wp-content/uploads/2019/02/325.jpg	C:/My%20Web%20Sites/abc2/kuwaitintl.com/wp-content/uploads/2019/02/325.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:47	3487/3487	---M-Z	200	added ('OK')	text/html	etag:W/%2268d8e8f9-d9f%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/footer.html	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/footer.html	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:47	14239/14239	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Sep%202025%2018:38:18%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/My%20Web%20Sites/abc2/unpkg.com/aos@2.3.1/dist/aos.js	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/)
16:51:48	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/My%20Web%20Sites/abc2/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
16:51:53	85609/85609	---M--	200	added ('OK')	image/jpeg	etag:%22638324083268917530%22	https://www.forvismazars.us/getmedia/4d8b059c-873c-4fa8-b14d-5d63b0d9b64f/1351241178-rf-landscape-large.jpg	C:/My%20Web%20Sites/abc2/www.forvismazars.us/getmedia/4d8b059c-873c-4fa8-b14d-5d63b0d9b64f/1351241178-rf-landscape-large.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/about.html)
16:51:55	127974/127974	---M--	200	added ('OK')	image/jpeg	etag:%222200bfe-1f3e6-6004fcd018037%22	https://kuwaitintl.com/wp-content/uploads/2019/03/Digitalisation-800x533.jpg	C:/My%20Web%20Sites/abc2/kuwaitintl.com/wp-content/uploads/2019/03/Digitalisation-800x533.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/about.html)
16:51:55	70805/70805	---M--	200	added ('OK')	image/jpeg	etag:%222200892-11495-6004fb109f0ac%22	https://kuwaitintl.com/wp-content/uploads/2019/03/digital-800x509.jpeg	C:/My%20Web%20Sites/abc2/kuwaitintl.com/wp-content/uploads/2019/03/digital-800x509.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/about.html)
16:51:56	232803/232803	---MCZ	200	added ('OK')	text/css	etag:W/%2238d63-xawd7pYctZoEUlbsID9p4xeHL3w%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/abc2/cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/css/bootstrap.min.css	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:56	80721/80721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213b51-3cbp6tbRaukjc5nOQejBYgzFnDY%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/abc2/cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:57	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:%2264ed75bb-76fe%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.7.1/jquery.min.js	C:/My%20Web%20Sites/abc2/cdnjs.cloudflare.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:57	73890/73890	---M-Z	200	added ('OK')	text/css	etag:%226760ad4c-51a1%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.2/css/all.min.css	C:/My%20Web%20Sites/abc2/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.2/css/all.min.css	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:58	21274/21274	---M-Z	200	added ('OK')	text/html	etag:W/%2268d8e8f9-531a%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/index.html	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/index-2.html	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:58	12077/12077	---M-Z	200	added ('OK')	text/html	etag:W/%2268d8e8f9-2f2d%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/career.html	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/career.html	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:59	12889/12889	---M-Z	200	added ('OK')	text/html	etag:W/%2268d8e8f9-3259%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/contact.html	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/contact.html	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/header.html)
16:51:59	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/images/logo.jpeg	C:/My%20Web%20Sites/abc2/ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/images/logo.jpeg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/footer.html)
16:52:00	68756/68756	---M--	200	added ('OK')	image/jpeg	etag:%22b4759e04f1358033db6881e216cc624e%22	https://www.shutterstock.com/image-photo/business-technology-concept-professional-man-600nw-2309752637.jpg	C:/My%20Web%20Sites/abc2/www.shutterstock.com/image-photo/business-technology-concept-professional-man-600nw-2309752637.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/career.html)
16:52:03	13604/13604	---M--	200	added ('OK')	image/jpeg	etag:%225cd78186-3524%22	https://c1.wallpaperflare.com/preview/75/676/30/contact-us-contact-call-us-message-send-thumbnail.jpg	C:/My%20Web%20Sites/abc2/c1.wallpaperflare.com/preview/75/676/30/contact-us-contact-call-us-message-send-thumbnail.jpg	(from https://ib-indraditya.github.io/Bioremax_innovation/folderaccessedby/contact.html)
